External ID,Suggested value,Score for this choice
__export__.survey_label_10166_d4eaa0a4,14. Recommended reading Books etc. were relevant and appropriate,0
__export__.survey_label_10167_f026e2ec,15. The assessments and their feedback were timely shared,0
__export__.survey_label_10168_9b60af9c,Excellent,5
__export__.survey_label_10169_f01f1e12,V Good,4
__export__.survey_label_10170_54306230,Good,3
__export__.survey_label_10171_fabcd1a3,Avg,2
__export__.survey_label_10172_747271fb,Poor,1
__export__.survey_label_10173_1a9aff5a,Excellent,5
__export__.survey_label_10174_b6a7fa5b,V Good,4
__export__.survey_label_10175_427e39e1,Good,3
__export__.survey_label_10176_af81ed0f,Avg,2
__export__.survey_label_10177_1a4288b7,Poor,1
__export__.survey_label_10178_f2566905,1. The course objectives were clear,0
__export__.survey_label_10179_50f10569,2. The course workload was manageable and credit hours were sufficient for the topics  to be covered,0
__export__.survey_label_10180_cdc8b0e2,3. The Course was well organized with even distribution of the contents and assessments,0
__export__.survey_label_10181_3e71c35f,4. Regular classes were conducted during the course,0
__export__.survey_label_10182_5ff5acb8,5. Learning aids were utilized to deliver the contents properly and efficiently,0
__export__.survey_label_10183_72028707,6. The course increased my knowledge in the subject area,0
__export__.survey_label_10184_ae191c68,7. I think I have made intellectual progress (apart from the grades) in this course,0
__export__.survey_label_10185_6a450c1f,"8. The course was taught  with a good balance of lectures, tutorials, practical examples etc.",0
__export__.survey_label_10186_c71d662b,9. The instructor was responsive to the students queries,0
__export__.survey_label_10187_e337ae2c,10. The overall environment in the class was conducive to learning,0
__export__.survey_label_10188_09261c8e,11. This course stimulated my interest,0
__export__.survey_label_10189_9fb2b046,12. This course intellectually challenged me,0
__export__.survey_label_10190_f838c3c2,13. The learning resources regarding the course were adequate and appropriate in the library,0
__export__.survey_label_10191_af31cc80,14. Recommended reading Books etc. were relevant and appropriate,0
__export__.survey_label_10192_ed74885d,15. The assessments and their feedback were timely shared,0
__export__.survey_label_10193_1fedf95b,1. The course objectives were clear,0
__export__.survey_label_10194_83ce6a6f,2. The course workload was manageable and credit hours were sufficient for the topics  to be covered,0
__export__.survey_label_10195_7cfcf94f,3. The Course was well organized with even distribution of the contents and assessments,0
__export__.survey_label_10196_eea2d978,4. Regular classes were conducted during the course,0
__export__.survey_label_10197_6527737c,5. Learning aids were utilized to deliver the contents properly and efficiently,0
__export__.survey_label_10198_416787b1,6. The course increased my knowledge in the subject area,0
__export__.survey_label_10199_adaed5a2,7. I think I have made intellectual progress (apart from the grades) in this course,0
__export__.survey_label_10200_6c580958,"8. The course was taught  with a good balance of lectures, tutorials, practical examples etc.",0
__export__.survey_label_10201_50093eab,9. The instructor was responsive to the students queries,0
__export__.survey_label_10202_382e715a,10. The overall environment in the class was conducive to learning,0
__export__.survey_label_10203_d8afc6c4,11. This course stimulated my interest,0
__export__.survey_label_10204_5d030d1a,12. This course intellectually challenged me,0
__export__.survey_label_10205_b8998bdc,13. The learning resources regarding the course were adequate and appropriate in the library,0
__export__.survey_label_10206_e89ed0e6,14. Recommended reading Books etc. were relevant and appropriate,0
__export__.survey_label_10207_9ff9b10e,15. The assessments and their feedback were timely shared,0
__export__.survey_label_10208_de9914c6,Excellent,5
__export__.survey_label_10209_36cc5935,V Good,4
__export__.survey_label_10210_ef447e07,Good,3
__export__.survey_label_10211_8bcb9f00,Avg,2
__export__.survey_label_10212_5546b9b6,Poor,1
__export__.survey_label_10213_e091994a,Excellent,5
__export__.survey_label_10214_8456f07c,V Good,4
__export__.survey_label_10215_db2c1f4e,Good,3
__export__.survey_label_10216_1f76c671,Avg,2
__export__.survey_label_10217_8b7c1416,Poor,1
__export__.survey_label_10218_2897ce31,1. The course objectives were clear,0
__export__.survey_label_10219_8386905a,2. The course workload was manageable and credit hours were sufficient for the topics  to be covered,0
__export__.survey_label_10220_3b309cd9,3. The Course was well organized with even distribution of the contents and assessments,0
__export__.survey_label_10221_865e2b35,4. Regular classes were conducted during the course,0
__export__.survey_label_10222_f77b4f11,5. Learning aids were utilized to deliver the contents properly and efficiently,0
__export__.survey_label_10223_31bf5f88,6. The course increased my knowledge in the subject area,0
__export__.survey_label_10224_1432d168,7. I think I have made intellectual progress (apart from the grades) in this course,0
__export__.survey_label_10225_38d2c1b6,"8. The course was taught  with a good balance of lectures, tutorials, practical examples etc.",0
__export__.survey_label_10226_968a6cba,9. The instructor was responsive to the students queries,0
__export__.survey_label_10227_50da4919,10. The overall environment in the class was conducive to learning,0
__export__.survey_label_10228_adab4742,11. This course stimulated my interest,0
__export__.survey_label_10229_69d81582,12. This course intellectually challenged me,0
__export__.survey_label_10230_de143303,13. The learning resources regarding the course were adequate and appropriate in the library,0
__export__.survey_label_10231_f1ecd10e,14. Recommended reading Books etc. were relevant and appropriate,0
__export__.survey_label_10232_c074d2db,15. The assessments and their feedback were timely shared,0
__export__.survey_label_10233_f76779a1,1. The course objectives were clear,0
__export__.survey_label_10234_777dc760,2. The course workload was manageable and credit hours were sufficient for the topics  to be covered,0
__export__.survey_label_10235_f3102eab,3. The Course was well organized with even distribution of the contents and assessments,0
__export__.survey_label_10236_7db7ddeb,4. Regular classes were conducted during the course,0
__export__.survey_label_10237_f98fbd3e,5. Learning aids were utilized to deliver the contents properly and efficiently,0
__export__.survey_label_10238_b99716e5,6. The course increased my knowledge in the subject area,0
__export__.survey_label_10239_8c6cd891,7. I think I have made intellectual progress (apart from the grades) in this course,0
__export__.survey_label_10240_b0c6224d,"8. The course was taught  with a good balance of lectures, tutorials, practical examples etc.",0
__export__.survey_label_10241_2d4fa0ee,9. The instructor was responsive to the students queries,0
__export__.survey_label_10242_1a0d84ca,10. The overall environment in the class was conducive to learning,0
__export__.survey_label_10243_574547de,11. This course stimulated my interest,0
__export__.survey_label_10244_6430b09e,12. This course intellectually challenged me,0
__export__.survey_label_10245_95d1103a,13. The learning resources regarding the course were adequate and appropriate in the library,0
__export__.survey_label_10246_cde41f60,14. Recommended reading Books etc. were relevant and appropriate,0
__export__.survey_label_10247_e258191a,15. The assessments and their feedback were timely shared,0
__export__.survey_label_5032_e8d4a39b,V Good,4
__export__.survey_label_6355_2a339c57,14. Work Discipline,0
__export__.survey_label_5033_a56e6827,Good,3
__export__.survey_label_6356_1e6e3433,15. Ability to demonstrate ethical standards and administrative responsibility,0
__export__.survey_label_5034_044654fc,Avg,2
__export__.survey_label_5035_b967bc31,Poor,1
__export__.survey_label_39_88e16ce4,Excellent,5
__export__.survey_label_40_b5e4d1a9,V Good,4
__export__.survey_label_41_a9d2569f,Good,3
__export__.survey_label_42_99b9db0f,Avg,2
__export__.survey_label_43_5de95e63,Poor,1
__export__.survey_label_44_c2cd1c9c,1. The course objectives were clear,0
__export__.survey_label_45_90e9c53a,2. The course workload was manageable and credit hours were sufficient for the topics  to be covered,0
__export__.survey_label_46_917f5bf1,3. The Course was well organized with even distribution of the contents and assessments,0
__export__.survey_label_47_39b9e664,4. Regular classes were conducted during the course,0
__export__.survey_label_48_09906560,5. Learning aids were utilized to deliver the contents properly and efficiently,0
__export__.survey_label_49_455dec8f,6. The course increased my knowledge in the subject area,0
__export__.survey_label_50_4136ed91,7. I think I have made intellectual progress (apart from the grades) in this course,0
__export__.survey_label_51_8f0cd04f,"8. The course was taught  with a good balance of lectures, tutorials, practical examples etc.",0
__export__.survey_label_52_a5d5af1d,9. The instructor was responsive to the students queries,0
__export__.survey_label_53_af539601,10. The overall environment in the class was conducive to learning,0
__export__.survey_label_54_3a0805c7,11. This course stimulated my interest,0
__export__.survey_label_55_38ec584e,12. This course intellectually challenged me,0
__export__.survey_label_56_49e75a1e,13. The learning resources regarding the course were adequate and appropriate in the library,0
__export__.survey_label_57_20555ce6,14. Recommended reading Books etc. were relevant and appropriate,0
__export__.survey_label_58_333bdf85,15. The assessments and their feedback were timely shared,0
__export__.survey_label_419_9649d78e,Excellent,5
__export__.survey_label_420_c866d83b,V Good,4
__export__.survey_label_421_aadb9f0f,Good,3
__export__.survey_label_422_a4b217f9,Avg,2
__export__.survey_label_423_3de8f2cc,Poor,1
__export__.survey_label_424_4e3f56a1,1. The objective of the course and each lecture/lab./project was made clear and attainable,0
__export__.survey_label_425_65b5c94e,2. Creates interest in the subject and helps develop understanding,0
survey.labels__Student Course Evaluation_1,1. The course objectives were clear,0
survey.labels__Student Course Evaluation_10,10. The overall environment in the class was conducive to learning,0
survey.labels__Student Course Evaluation_11,11. This course stimulated my interest,0
survey.labels__Student Course Evaluation_12,12. This course intellectually challenged me,0
survey.labels__Student Course Evaluation_13,13. The learning resources regarding the course were adequate and appropriate in the library,0
survey.labels__Student Course Evaluation_14,14. Recommended reading Books etc. were relevant and appropriate,0
survey.labels__Student Course Evaluation_15,15. The assessments and their feedback were timely shared,0
survey.labels__Student Course Evaluation_2,2. The course workload was manageable and credit hours were sufficient for the topics  to be covered,0
survey.labels__Student Course Evaluation_3,3. The Course was well organized with even distribution of the contents and assessments,0
survey.labels__Student Course Evaluation_4,4. Regular classes were conducted during the course,0
survey.labels__Student Course Evaluation_5,5. Learning aids were utilized to deliver the contents properly and efficiently,0
survey.labels__Student Course Evaluation_6,6. The course increased my knowledge in the subject area,0
survey.labels__Student Course Evaluation_7,7. I think I have made intellectual progress (apart from the grades) in this course,0
survey.labels__Student Course Evaluation_8,"8. The course was taught  with a good balance of lectures, tutorials, practical examples etc.",0
survey.labels__Student Course Evaluation_9,9. The instructor was responsive to the students queries,0
survey.labels__Teacher Evaluation_10,"5. Designs assignments and quizzes to help promote regularity in studies, understanding of subject and preparation of tests/exams",0
survey.labels__Teacher Evaluation_11,6. Correlation/Relationship exists between course contents delivered/explained and scope of evaluations/exams,0
survey.labels__Teacher Evaluation_12,7. Is Punctual to class and organizes lectures appropriately within class time,0
survey.labels__Teacher Evaluation_13,"8. Conducts tests and assignments on time and shares the feedback promptly, letting the students know what is expected of them",0
survey.labels__Teacher Evaluation_14,9. Remains available & guides during office hours to make interaction beneficial/productive,0
survey.labels__Teacher Evaluation_15,10. Follows the course outline,0
survey.labels__Teacher Evaluation_16,11. Uses appropriate language and gestures,0
survey.labels__Teacher Evaluation_17,12. Audible and Clear in speech,0
survey.labels__Teacher Evaluation_18,13. Maintains professional appearance inside and outside classroom,0
survey.labels__Teacher Evaluation_19,14. Maintains conducive environment and discipline in class,0
survey.labels__Teacher Evaluation_20,15. Takes the entire class along and pays attention to weak cases,0
survey.labels__Teacher Evaluation_21,16. Maintains ONE standard against which papers are marked,0
survey.labels__Teacher Evaluation_22,17. Demonstrates patience and effective interpersonal skills during class and outside interactions,0
survey.labels__Teacher Evaluation_23,18. Encourages student participation and handles questions satisfactory to clarify ambiguities,0
survey.labels__Teacher Evaluation_24,"19. Promotes good moral & ethical practices, personality development, sense of community, etc. though self- example, guidance, counseling and grooming",0
survey.labels__Teacher Evaluation_25,"20. Evaluating your own self in the context of subject taught by the faculty, assess the contribution of faculty in knowledge/skills gained by you",0
survey.labels__Teacher Evaluation_6,1. The objective of the course and each lecture/lab./project was made clear and attainable,0
survey.labels__Teacher Evaluation_7,2. Creates interest in the subject and helps develop understanding,0
survey.labels__Teacher Evaluation_8,3. Integrates knowledge/course contents with other subjects,0
survey.labels__Teacher Evaluation_9,"4. Effectively uses teaching/training aids to deliver, explain and elaborate the lecture content appropriately",0
survey.labels_Student Course Evaluation__1,Excellent,5
survey.labels_Student Course Evaluation__2,V Good,4
survey.labels_Student Course Evaluation__3,Good,3
survey.labels_Student Course Evaluation__4,Avg,2
survey.labels_Student Course Evaluation__5,Poor,1
survey.labels_Teacher Evaluation__1,Excellent,5
survey.labels_Teacher Evaluation__2,V Good,4
survey.labels_Teacher Evaluation__3,Good,3
survey.labels_Teacher Evaluation__4,Avg,2
survey.labels_Teacher Evaluation__5,Poor,1
__export__.survey_label_678_f6328aca,3. Integrates knowledge/course contents with other subjects,0
__export__.survey_label_679_82066868,"4. Effectively uses teaching/training aids to deliver, explain and elaborate the lecture content appropriately",0
__export__.survey_label_680_9b9cd9e2,"5. Designs assignments and quizzes to help promote regularity in studies, understanding of subject and preparation of tests/exams",0
__export__.survey_label_681_fdd2b61f,6. Correlation/Relationship exists between course contents delivered/explained and scope of evaluations/exams,0
__export__.survey_label_682_cf3c8983,7. Is Punctual to class and organizes lectures appropriately within class time,0
__export__.survey_label_683_11219aea,"8. Conducts tests and assignments on time and shares the feedback promptly, letting the students know what is expected of them",0
__export__.survey_label_684_ef072e3e,9. Remains available & guides during office hours to make interaction beneficial/productive,0
__export__.survey_label_685_ef19c077,10. Follows the course outline,0
__export__.survey_label_686_71855a21,11. Uses appropriate language and gestures,0
__export__.survey_label_687_dd4c763a,12. Audible and Clear in speech,0
__export__.survey_label_688_c2671261,13. Maintains professional appearance inside and outside classroom,0
__export__.survey_label_689_10361c74,14. Maintains conducive environment and discipline in class,0
__export__.survey_label_690_7e290f3e,15. Takes the entire class along and pays attention to weak cases,0
__export__.survey_label_1051_41f4da7e,16. Maintains ONE standard against which papers are marked,0
__export__.survey_label_1052_19a01c67,17. Demonstrates patience and effective interpersonal skills during class and outside interactions,0
__export__.survey_label_1053_67347617,18. Encourages student participation and handles questions satisfactory to clarify ambiguities,0
__export__.survey_label_1054_e8a31734,"19. Promotes good moral & ethical practices, personality development, sense of community, etc. though self- example, guidance, counseling and grooming",0
__export__.survey_label_1055_d8734883,"20. Evaluating your own self in the context of subject taught by the faculty, assess the contribution of faculty in knowledge/skills gained by you",0
__export__.survey_label_1279_e51e0147,Very High,0
__export__.survey_label_1280_ca41229b,High,0
__export__.survey_label_1281_db03aabd,Medium,0
__export__.survey_label_1282_3477f3fb,Low,0
__export__.survey_label_1283_83a396b7,Very Low,0
__export__.survey_label_1284_722df2dd,Adequacy of conducting staff,0
__export__.survey_label_1285_d7caf708,Time duration allocated for visit,0
__export__.survey_label_1286_08ce0c10,Depth of information conveyed to students,0
__export__.survey_label_1287_e51f1122,Other administrative arrangements by the industry,0
__export__.survey_label_1288_ffd97dcf,Potential of joint research / coleboration with the visiting industry,0
__export__.survey_label_5679_cc0b1bb7,Very High,0
__export__.survey_label_5680_1133de0e,High,0
__export__.survey_label_5681_4b54f8db,Medium,0
__export__.survey_label_5682_540d2185,Low,0
__export__.survey_label_5683_229f728c,Very Low,0
__export__.survey_label_5684_7d78ec2d,Adequacy of conducting staff,0
__export__.survey_label_5685_cf57234d,Time duration allocated for visit,0
__export__.survey_label_5686_ad751360,Depth of information conveyed to students,0
__export__.survey_label_5687_ae2a27d8,Other administrative arrangements by the industry,0
__export__.survey_label_5688_8c0108be,Potential of joint research / coleboration with the visiting industry,0
__export__.survey_label_1354_02ee0e29,Excellent,5
__export__.survey_label_1355_eb45c6a6,V Good,4
__export__.survey_label_1356_75c7c53a,Good,3
__export__.survey_label_1357_829e6f5b,Avg,2
__export__.survey_label_1358_18b04195,Poor,1
__export__.survey_label_1359_6197e846,The faculty clearly stated the objectives of the lecture / lab/project/ assignment before its start.,0
__export__.survey_label_1360_f6251409,The faculty was well prepared for the class and presented the material in an organized manner.,0
__export__.survey_label_1361_f3817ed3,The faculty demonstrated adequate depth and breadth of knowledge related to the topic being taught.,0
__export__.survey_label_1362_818c297d,The faculty used content and material at a level appropriate to the course and student understanding.,0
__export__.survey_label_1363_ac779ffa,"The faculty effectively used teaching and training aids and combined various methods (visual, auditory, etc.) to accommodate the varying learning styles of students.",0
__export__.survey_label_1364_348502a3,"The faculty encouraged student participation and patiently responded to questions asked, with appropriate examples and explanation.",0
__export__.survey_label_1365_e118c362,"The faculty was punctual to class, maintained a conducive learning environment and classroom decorum.",0
__export__.survey_label_1366_d58f0f04,The faculty demonstrates effective interpersonal skills and apt gestures.,0
__export__.survey_label_1367_d56a09f5,The faculty is audible and clear in speech and used appropriate language.,0
__export__.survey_label_1368_fb0171c2,The faculty encourages students to interact amongst themselves and with the faculty in a respectful manner during class discussions.,0
__export__.survey_label_1369_3e523690,The faculty shared the course outline in the first week and followed the week-wise schedule.,0
__export__.survey_label_1370_7a036590,"The faculty adheres to the academic regulations (Part II, Chapter 04 of NUST Academic Regulations).",0
__export__.survey_label_1371_72d5beed,The faculty reviews the course content in light of the student course feedback and latest developments in the field to suggest changes / modifications for future.,0
__export__.survey_label_1372_336ff54f,The faculty maintains professional appearance inside and outside the classroom and meets all work obligations in a professional manner.,0
__export__.survey_label_1373_a362bd08,The faculty maintains an acceptable ethical and moral standard in their dealing with the students / colleagues / management.,0
__export__.survey_label_1374_c774a776,The faculty remains available and provides necessary guidance to students during office hours.,0
__export__.survey_label_1375_d4b0e9be,The faculty integrates knowledge from other relevant courses / fields and supplements the theoretical material with requisite examples and applications to augment student understanding and exposure.,0
__export__.survey_label_1376_f225cb98,The faculty treats and evaluates all the students fairly.,0
__export__.survey_label_1377_51cec9c6,"The faculty designs, conducts, grades and returns assignments, quizzes, one hour tests and mid-term and final exams promptly.",0
__export__.survey_label_1378_3fdee53a,The faculty remains abreast with the latest academic rules and regulations as given in the NUST statutes and ensures that they are adhered to.,0
__export__.survey_label_5910_2acc8b7e,On Time,0
__export__.survey_label_5912_72b26892,Arrival of students,0
__export__.survey_label_5915_e9ff6f23,Very Low,0
__export__.survey_label_5920_00cad3f6,Adequacy of conducting staff,0
__export__.survey_label_5926_42baa742,On Time,0
__export__.survey_label_5928_48ed5381,Very Low,0
__export__.survey_label_5933_e25bc114,Arrival of students,0
__export__.survey_label_5936_761ad9c5,Adequacy of conducting staff,0
__export__.survey_label_5942_a25c0343,On Time,0
__export__.survey_label_5944_9e5aaa00,Govt,0
__export__.survey_label_5949_3ebd44f9,Arrival of students,0
__export__.survey_label_5958_510e130d,Manual,0
__export__.survey_label_5961_b98e771a,Nature of Product/Services provided by company,0
__export__.survey_label_6149_e34015d2,On Time,0
__export__.survey_label_6151_85f3bc45,Very Low,0
__export__.survey_label_6156_e7a1eba7,Arrival of students,0
__export__.survey_label_6159_7b2e3645,Adequacy of conducting staff,0
__export__.survey_label_6165_23d010e6,On Time,0
__export__.survey_label_6167_2e695d4a,Very Low,0
__export__.survey_label_6172_95004721,Arrival of students,0
__export__.survey_label_6175_a4458e9a,Adequacy of conducting staff,0
__export__.survey_label_6181_2e6731b1,On Time,0
__export__.survey_label_6183_1b796347,Govt,0
__export__.survey_label_6187_2bfd85b3,Manual,0
__export__.survey_label_6190_4557d502,Arrival of students,0
__export__.survey_label_6194_443b9f98,Nature of Product/Services provided by company,0
__export__.survey_label_6200_7b8f6cee,On Time,0
__export__.survey_label_6202_81c5778d,Very Low,0
__export__.survey_label_6207_12c93949,Arrival of students,0
__export__.survey_label_6210_da291dd0,Adequacy of conducting staff,0
__export__.survey_label_6216_d9ba493a,On Time,0
__export__.survey_label_6218_444d899d,Very Low,0
__export__.survey_label_6223_fa16ae40,Arrival of students,0
__export__.survey_label_6226_c895fc0e,Adequacy of conducting staff,0
__export__.survey_label_6232_9021b7b9,On Time,0
__export__.survey_label_6234_dc8a63b8,Govt,0
__export__.survey_label_6238_f3025e13,Manual,0
__export__.survey_label_6241_aa588367,Arrival of students,0
__export__.survey_label_6245_c781ee6b,Nature of Product/Services provided by company,0
__export__.survey_label_6251_253bdfe4,On Time,0
__export__.survey_label_6253_ddbe03ef,Very Low,0
__export__.survey_label_6258_65640428,Arrival of students,0
__export__.survey_label_6261_ffd737aa,Adequacy of conducting staff,0
__export__.survey_label_6267_5545a89b,On Time,0
__export__.survey_label_6269_289de0cd,Very Low,0
__export__.survey_label_6274_3d55eb6c,Arrival of students,0
__export__.survey_label_6277_75c24ce9,Adequacy of conducting staff,0
__export__.survey_label_6283_f6ad9cc7,On Time,0
__export__.survey_label_6285_cc666300,Govt,0
__export__.survey_label_6289_54dedfb1,Manual,0
__export__.survey_label_6292_ca1771c8,Arrival of students,0
__export__.survey_label_6296_ac41e5f3,Nature of Product/Services provided by company,0
__export__.survey_label_6302_75289d00,On Time,0
__export__.survey_label_6304_d4cf1702,Very Low,0
__export__.survey_label_6309_bbc3ab24,Arrival of students,0
__export__.survey_label_6312_d1f00c75,Adequacy of conducting staff,0
__export__.survey_label_6318_6066db16,On Time,0
__export__.survey_label_6320_ca094529,Very Low,0
__export__.survey_label_6325_39d2bb7a,Arrival of students,0
__export__.survey_label_6328_f76a203a,Adequacy of conducting staff,0
__export__.survey_label_6334_d4f81771,On Time,0
__export__.survey_label_6336_4c1240a5,Govt,0
__export__.survey_label_6340_db6ed1e2,Manual,0
__export__.survey_label_6343_ecf3b009,Arrival of students,0
__export__.survey_label_6347_991b2b16,Nature of Product/Services provided by company,0
__export__.survey_label_6353_6e4f941f,On Time,0
__export__.survey_label_6355_000a1431,Very Low,0
__export__.survey_label_6360_a16ba252,Arrival of students,0
__export__.survey_label_6363_206dcdd1,Adequacy of conducting staff,0
__export__.survey_label_6369_9ff6e407,On Time,0
__export__.survey_label_6371_fcf7f331,Very Low,0
__export__.survey_label_6376_1a814aa8,Arrival of students,0
__export__.survey_label_6379_97872384,Adequacy of conducting staff,0
__export__.survey_label_6385_0168da4e,On Time,0
__export__.survey_label_6387_c0fc91ce,Govt,0
__export__.survey_label_6391_23bef362,Manual,0
__export__.survey_label_6394_b6f4481f,Arrival of students,0
__export__.survey_label_6398_2ef18406,Nature of Product/Services provided by company,0
__export__.survey_label_5911_53996431,Late,0
__export__.survey_label_5913_4a20f5f3,Availability of transport,0
__export__.survey_label_5916_5d942ede,Low,0
__export__.survey_label_5921_0267374d,Time duration allocated for visit,0
__export__.survey_label_5927_1db19277,Late,0
__export__.survey_label_5929_d8ba6ccb,Low,0
__export__.survey_label_5934_c489cc81,Availability of transport,0
__export__.survey_label_5937_74f22479,Time duration allocated for visit,0
__export__.survey_label_5943_237897bf,Late,0
__export__.survey_label_5945_9662b063,Semi Govt,0
__export__.survey_label_5950_2b1511e4,Availability of transport,0
__export__.survey_label_5959_8e9c1ef5,Semi Automatic,0
__export__.survey_label_5962_80a02621,Nature of Processes,0
__export__.survey_label_6150_2219ead9,Late,0
__export__.survey_label_6152_d589e978,Low,0
__export__.survey_label_6157_f266706f,Availability of transport,0
__export__.survey_label_6160_d5ac00f6,Time duration allocated for visit,0
__export__.survey_label_6166_a13dc468,Late,0
__export__.survey_label_6168_45d87f0f,Low,0
__export__.survey_label_6173_7281ada8,Availability of transport,0
__export__.survey_label_6176_1748627a,Time duration allocated for visit,0
__export__.survey_label_6182_74f16823,Late,0
__export__.survey_label_6184_af9e641c,Semi Govt,0
__export__.survey_label_6188_9413acea,Semi Automatic,0
__export__.survey_label_6191_f1077e30,Availability of transport,0
__export__.survey_label_6195_3467f572,Nature of Processes,0
__export__.survey_label_6201_3e2490ee,Late,0
__export__.survey_label_6203_ca8e844a,Low,0
__export__.survey_label_6208_7e79805b,Availability of transport,0
__export__.survey_label_6211_e85784d4,Time duration allocated for visit,0
__export__.survey_label_6217_4b07dcb9,Late,0
__export__.survey_label_6219_422db436,Low,0
__export__.survey_label_6224_6d512972,Availability of transport,0
__export__.survey_label_6227_fd65437c,Time duration allocated for visit,0
__export__.survey_label_6233_cfa156bf,Late,0
__export__.survey_label_6235_66d8eb80,Semi Govt,0
__export__.survey_label_6239_b356dfdb,Semi Automatic,0
__export__.survey_label_6242_6f6ddde2,Availability of transport,0
__export__.survey_label_6246_87de44df,Nature of Processes,0
__export__.survey_label_6252_0e40fc6b,Late,0
__export__.survey_label_6254_ae800855,Low,0
__export__.survey_label_6259_8e5056d2,Availability of transport,0
__export__.survey_label_6262_5201e3db,Time duration allocated for visit,0
__export__.survey_label_6268_79a8f745,Late,0
__export__.survey_label_6270_b94b6ce0,Low,0
__export__.survey_label_6275_92e2620c,Availability of transport,0
__export__.survey_label_6278_b679abf2,Time duration allocated for visit,0
__export__.survey_label_6284_9db8ca82,Late,0
__export__.survey_label_6286_b92fc299,Semi Govt,0
__export__.survey_label_6290_bb49e7ee,Semi Automatic,0
__export__.survey_label_6293_ad554bea,Availability of transport,0
__export__.survey_label_6297_97885311,Nature of Processes,0
__export__.survey_label_6303_c706b7cb,Late,0
__export__.survey_label_6305_7d99aa20,Low,0
__export__.survey_label_6310_4720d9dd,Availability of transport,0
__export__.survey_label_6313_987237dc,Time duration allocated for visit,0
__export__.survey_label_6319_9252edd1,Late,0
__export__.survey_label_6321_dfdeb7ec,Low,0
__export__.survey_label_6326_f06654be,Availability of transport,0
__export__.survey_label_6329_af6148a8,Time duration allocated for visit,0
__export__.survey_label_6335_26a37ff2,Late,0
__export__.survey_label_6337_ece3a22c,Semi Govt,0
__export__.survey_label_6341_861c3d80,Semi Automatic,0
__export__.survey_label_6344_9e6e4401,Availability of transport,0
__export__.survey_label_6348_3f891ddc,Nature of Processes,0
__export__.survey_label_6354_b1fcd330,Late,0
__export__.survey_label_6356_7be10898,Low,0
__export__.survey_label_6361_40381e70,Availability of transport,0
__export__.survey_label_6364_bb0e9ae6,Time duration allocated for visit,0
__export__.survey_label_6370_c120e189,Late,0
__export__.survey_label_6372_40d6fb42,Low,0
__export__.survey_label_6377_443e66e2,Availability of transport,0
__export__.survey_label_6380_1e084463,Time duration allocated for visit,0
__export__.survey_label_6386_9c739e9e,Late,0
__export__.survey_label_6388_bbd93058,Semi Govt,0
__export__.survey_label_6392_ec46f815,Semi Automatic,0
__export__.survey_label_6395_d59e107d,Availability of transport,0
__export__.survey_label_6399_ffff1b15,Nature of Processes,0
__export__.survey_label_5914_b96f0019,Arrival at destination,0
__export__.survey_label_5917_25fad8de,Medium,0
__export__.survey_label_5922_2723883b,Depth of information conveyed to students,0
__export__.survey_label_5930_2c364f56,Medium,0
__export__.survey_label_5935_5a2512db,Arrival at destination,0
__export__.survey_label_5938_e77cf6fe,Depth of information conveyed to students,0
__export__.survey_label_5946_1f374a92,Private,0
__export__.survey_label_5951_82460965,Arrival at destination,0
__export__.survey_label_5960_395facc2,Fully Automated,0
__export__.survey_label_5963_474b471a,Quality Assurance functions,0
__export__.survey_label_6153_aa22fd74,Medium,0
__export__.survey_label_6158_6143d4eb,Arrival at destination,0
__export__.survey_label_6161_cad31260,Depth of information conveyed to students,0
__export__.survey_label_6169_ef802878,Medium,0
__export__.survey_label_6174_ee90c3d2,Arrival at destination,0
__export__.survey_label_6177_9c806242,Depth of information conveyed to students,0
__export__.survey_label_6185_211c1e92,Private,0
__export__.survey_label_6189_52b75910,Fully Automated,0
__export__.survey_label_6192_f15514a2,Arrival at destination,0
__export__.survey_label_6196_17c6ac89,Quality Assurance functions,0
__export__.survey_label_6204_1238c977,Medium,0
__export__.survey_label_6209_15d6e21b,Arrival at destination,0
__export__.survey_label_6212_f351377d,Depth of information conveyed to students,0
__export__.survey_label_6220_d78d0d98,Medium,0
__export__.survey_label_6225_3741c0d9,Arrival at destination,0
__export__.survey_label_6228_fb168dd9,Depth of information conveyed to students,0
__export__.survey_label_6236_5c8cec98,Private,0
__export__.survey_label_6240_e30a59c1,Fully Automated,0
__export__.survey_label_6243_d23fad4c,Arrival at destination,0
__export__.survey_label_6247_3708ac24,Quality Assurance functions,0
__export__.survey_label_6255_d6fdaffb,Medium,0
__export__.survey_label_6260_2c9905f9,Arrival at destination,0
__export__.survey_label_6263_073ae644,Depth of information conveyed to students,0
__export__.survey_label_6271_385a29fd,Medium,0
__export__.survey_label_6276_edaf3f3a,Arrival at destination,0
__export__.survey_label_6279_fd2b6b04,Depth of information conveyed to students,0
__export__.survey_label_6287_bd93495b,Private,0
__export__.survey_label_6291_d7e9d3bc,Fully Automated,0
__export__.survey_label_6294_37fea883,Arrival at destination,0
__export__.survey_label_6298_da0ba593,Quality Assurance functions,0
__export__.survey_label_6306_90ae7f33,Medium,0
__export__.survey_label_6311_a25c3ada,Arrival at destination,0
__export__.survey_label_6314_59841b11,Depth of information conveyed to students,0
__export__.survey_label_6322_f454fff7,Medium,0
__export__.survey_label_6327_8070e3d3,Arrival at destination,0
